3363	14		luxurious air conditioning
3155	2		spotless Room
4945	6		close to Euro
4342	4		helpful reception team
2904	2		very satisfied with room
750	9		Great food
3665	11		equipped with furniture
64	0		lovely Gardens
3807	11		too small rooms
3421	14		Noisy heating system
3156	2		very nice room
1040	9		mediocre breakfast
1529	3		great Location
3526	11		little room
4521	4		catered staff
4509	4		Lovely man
1617	3		fresh public transport
1223	3		great location
1306	3		Great location
4653	4		excellent staff
560	7		Excellent facilities
2343	12		modern shower
390	6		fantastic value
3830	11		comfortable room
4818	4		great staff
1896	3		Very good location
3023	2		uncomfortable Room
3382	14		cold room
2472	13		Great bed
2984	2		complimentary room
1585	3		great across location
3266	10		damp wet
2875	2		stained yellow room
299	0		not attached floor
439	0		lots of colourful markets
4768	4		excellent staff
2102	5		very handy phone
2769	13		great bed
937	9		stale bacon
4064	4		helpful Staff
2783	13		amazingly lush pillows
4844	4		helpful stay staff
1957	5		didn t work cleaners
1523	3		7 minutes airport
1841	3		Convenient location
4300	4		amazing staff
4227	4		Friendly staff
3019	2		clean Room
3952	17		nice View of the river
870	9		Very good breakfast
2184	5		very easy instructions
3992	17		amazing view
2563	13		more comfortable Bed
2519	13		tidy bed
4771	4		voluntary service
547	7		No facilities
4388	4		kind customer service
3013	2		heated room
2668	13		comfy bed
952	9		getting breakfast
4747	4		incredibly helpful staff
4158	4		very friendly staff
1698	3		15 minutes Damrak
812	9		excellent breakfast
4953	6		No decaf
2052	5		amazing service
40	3		plenty of restaurants
2209	12		great shower
1344	3		great location room features
3806	11		very well designed room
191	2		clean hotel
1672	3		great location
421	5		pretty high organization
4962	6		not worth Price
910	9		fresh coffee
3001	2		very hot Room
4649	4		great staff
561	7		liked bar lounge area
4166	4		Daily room service
1982	5		slow speed
4449	4		extremely busy Staff
1519	3		no lifts
2259	12		slightly black bath
2324	12		crazy shower
1969	5		Lots of local info
3343	14		low noise
4024	17		close to busy balcony
872	9		carefully thought out offerings
1162	1		excellent stay
4417	4		good staff
1349	3		very comfortable location
3322	10		did blue lights
77	0		Beautiful building
3490	14		scruffy air conditioner
4556	4		not consistent Staff
2176	5		well chosen music
3317	10		temperamental light switches
4940	6		expensive wine
2293	12		Good shower
4421	4		very pleasant staff
3642	11		small room
1895	3		great location
301	0		complete Garden
2036	5		lacking etiquette
171	1		not as good variety
3583	11		small walks
975	9		Hot Breakfast
3877	11		so big room
3305	10		very dated interior
3702	11		spacious room
599	7		ok spa
123	0		beautiful building
969	9		excellent restuarant
4404	4		Clean Modern looking staff
1119	1		far from Hotel
4601	4		Very helpful staff
769	9		Free coffee sweets
193	0		cozy atmosphere
342	0		very tied hotel
1929	3		great location
2339	12		small shower
2107	5		dreadful reception
2940	2		always clean room
41	0		very comfortable welcome
4205	4		Great staff
3859	11		no space for
2108	5		40 minutes appliances
1065	9		very nice Breakfast
277	2		very clean hotel
2512	13		very comfortable beds
861	9		OK breakfast
2914	2		not vacuumed floor
1729	3		Excellent location
3332	10		unique wallpaper
2745	13		excellent Bed
3133	2		spotlessly clean room
3791	11		loads of room
3647	11		very spacious rooms
2580	13		Comfortable bed
1097	9		wonderful food
3045	2		good friendly room
4483	4		friendly staff
401	0		wonderful maze of
4094	4		extremely helpful staff
3094	2		overcrowded room
871	9		wasn t worth Breakfast
2562	13		Comfortable beds
2731	13		Comfy bed
1486	3		superb Location
4703	4		friendly staff
652	9		excellent drink
2669	13		Comfy beds
2826	13		great Bed
2681	13		comfortable bed
1951	3		fantastic location
1020	9		Excellent breakfast array
310	1		fantastic Hotels
3142	2		lovely rooms
2971	2		very hot Room
4228	4		very polite Staff
4593	4		without customer service
3918	16		freezing heater
1041	9		excellent breakfast
3474	14		extremely small noise
36	1		Very nice hotel
3593	11		quite small room
4647	4		excellent staff
4486	4		not interested Staff
3096	2		very tired room lobby
4372	4		terrible Staff
2355	12		Really good shower
1580	3		really great location
1366	3		Very convenient location
3941	17		lots of windows
932	9		limited food
2811	13		worn carpet
2843	13		bigger Bed room
313	0		comfortable design
1491	3		Good location
432	5		Unusual practice
2419	12		nicest bathrooms
4278	4		excellent staff
0	0		nice decoration
3193	10		no seperate doors
1606	3		ideal location
4474	4		extremely happy staff
1571	3		excellent location
4353	4		very friendly Staff
4348	4		Very friendly staff
1127	1		very high standard Hotel
3891	11		small radiator
2366	12		lovely hot power shower
2227	12		great shower
3558	11		very comfortable upgrade room
2592	13		comfortable bed
3836	11		very small rooms
4363	4		high standard of customer service
1313	3		Very close to stadium
1192	3		best location
4107	4		pleasant Bar staff
2652	13		so comfy beds
2521	13		comfy extra room
3477	14		quiet roofscape
3967	17		hard roof
3839	11		Good size room
4534	4		good staff
538	7		big gym user
4664	4		helpful hotel staff
1458	3		amazing uber ride to
936	9		welcoming breakfast
1742	3		perfect location
231	0		very kind hotel
4193	4		so friendly staff
4311	4		a little inexperienced front desk staff
3213	10		well insulated from windows
1936	3		closer office
2794	13		good bed
2306	12		too deep sink
879	9		too soft scrambled eggs
1604	3		perfect location
4176	4		amazing chef
2612	13		fully equipped seats
4516	4		great staff
3649	11		small dining room
1681	3		just in front very close train station
3961	17		too far away Mirrors
4436	4		Helpfulness staff
4624	4		helpful staff
1177	1		Great hotel
1990	5		Very poor welcome
2631	13		super comfy bed
2754	13		reasonably comfy beds
1553	3		Great location
692	9		decent food
4322	4		excellent staff
824	9		superb eat
1912	3		near Everything
3871	11		very little storage space
4565	4		excellent staff
144	0		was very and floral
6	0		Great housekeeping
2616	13		clean bed
4662	4		Lovely staff
4817	4		extremely attentive Staff
2129	5		Free wifi
3698	11		a bit small not a lot room
4260	4		Very helpful reception staff
2312	12		bathroom roomy
714	9		no butter
810	9		good breakfast
4310	4		No room service
3946	17		many sights
132	0		fantastic restaurant
1850	3		Very nice fitness centre
604	7		NO Facilities
2073	5		highest customer service
1230	3		Good clean location
114	9		not fresh rolls
3666	11		very comfortable facilities
2556	13		rock hard sofa bed
290	0		pleasant housekeeping
312	2		very welcoming cleanliness
887	9		cooked Breakfast
2438	12		Dirty bath
1985	5		No free wifi
3993	17		no view
1786	3		Excellent location
922	9		tasteless coffee
3888	11		spacious room
629	9		not good breakfast
4128	4		bad tempered staff
2292	12		amazing showers
1336	3		not far from Euston train station
4213	4		helpful Staff
590	7		no facility
525	7		no bars
3237	10		nude steam area
3827	11		very small Room
4389	4		helpful Staff
4615	4		friendly Victoria Staff
1245	3		Loved apples
478	7		Noisy bar
4693	4		exceptional staff
1091	9		overcooked Breakfast
3424	14		quiet Park
108	0		a little old fittings
469	7		isn t free Fi
4294	4		10 staff
1805	3		Good location
1151	1		excellent hotel
3595	11		badly converted cellar
4117	4		polite Staff
2232	12		blocked shower drain
1018	9		incredible breakfast tasty
348	0		didn t taste nice English
1292	3		very close to shopping
3936	17		non breathable windows
2329	12		No movies
2389	12		not very as clean toilet
3446	14		quiet interior courtyard
2133	5		excellent service
1840	3		quiet location for
267	0		a little tired Decoration
3960	17		close to lots of
2611	13		good beds
1671	3		nice Centraal station
3006	2		awful room
1986	5		quick check in
664	9		comfortable with lots Breakfast
1021	9		included Breakfast
3230	10		well maintained elevators
2214	12		cold jacuzzi
585	7		available parking
282	0		Beautiful building
1721	3		Great location
3235	10		lack fridge
651	9		lukewarm Cooked breakfast
2767	13		not working Bedside lamp
1572	3		Great location
4752	4		lovely staff
1704	3		centrally located handy and shopping
101	0		totally different place
4011	17		nice view from
2842	13		Lovely pillows
3664	11		very small Room
4116	4		very welcoming Staff
640	9		lovely soft drinks
1823	3		20 30min bus ride
3818	11		great room
4456	4		friendly staff
2144	5		not good Wifi speed
3491	14		Quiet room
2054	5		no comments
329	0		modern hotel
1843	3		Near tube station
3864	11		Huge room
3243	10		improved ceiling
1037	9		great breakfast
1804	3		Close to train bus
334	1		really nice hotel
2135	5		very helpful electricity
407	0		nice personal touches
3140	2		beautiful roomy
4324	4		really good Bar staff
1115	1		average hotel
2878	2		clean room
2743	13		a little firm Bed
3719	11		tiny water
335	0		not being particularly picturesque area
3618	11		spacious room
4201	4		friendly staff
115	0		beautiful interior design
256	1		Nothing great hotel
2173	5		very slow resteraunt
1081	9		excellent breakfast
867	9		healthy bonus Breakfast
2396	12		a bit mouldy Bathroom
1075	9		nice food
2759	13		not comfortable beds
2145	5		good repair things
2180	5		too early Checkout time
4853	4		Helpful staff
4420	4		Proximity staff
4066	4		very friendly Staff
3135	2		very clean Rooms
2215	12		useful fridge
1876	3		key locations
1026	9		fine breakfast
3749	11		tiny room
2974	2		clean Rooms
2267	12		nice shower room
1342	3		useful Ferry
4878	6		full undercounter
718	9		good Breakfast
44	5		fairly handy hotel
4877	6		Superb price
939	9		Good breakfast
2361	12		overpaid bathroom
242	9		doesn t have restaurant
3531	11		spacious Lobby
1993	5		late checkout
306	0		smart hotel
4040	8		safe location
2844	2		Very well appointed rooms
4048	8		Very safe parking facility
4860	6		reasonably priced Food
2840	13		Small double bed
1893	3		Excellent location
2440	12		Nice bathroom
3847	11		small room
807	9		wasn t great food
4929	6		not so expensive parking
3183	2		spotless Bedroom
1970	5		broken Hairdyer
1778	3		closed restaurant
1997	5		Fast registration
1460	3		a bit special ferry over
3991	17		great Roof top
4890	6		expensive breakfast room
882	9		excellent Breakfast
3663	11		spacious desk
3123	2		good Room
3602	11		double room
2987	2		amazing room
818	9		excellent breakfast
3597	11		small bedroom
4668	4		Efficient staff
55	2		clean hotel
630	9		too liquid food menu Deserts
3621	11		excellent space
1773	3		Great location
2566	13		comfortable beds
3212	10		fun mood lighting
409	3		lovely communal areas
668	9		no food
2395	12		very close to vanity
300	1		nice word
3147	2		ugly room
1548	3		fairly quiet location
4658	4		extremely pleasant staff
4057	4		happy staff
158	0		not nice room
1330	3		Perfect for solo travellers
275	2		very clean hotel
4497	4		very rude receptionist
3169	2		pathetic room
489	7		no facilities
3185	2		Quirky rooms
3817	11		less rooms
608	7		Old Bar
1352	3		comfortable location
4537	4		clean staff
3448	14		very noisy room
2155	5		not ready room
885	9		Very fresh breakfast
4972	6		good price
940	9		safe with restaurants
3868	11		comfortable rooms
616	7		great bar
4455	4		immediate staff
1864	3		Very easy to get to
4596	4		clean staff
3820	11		comfortable Room
4579	4		genuine smile
2504	13		very comfy bed
2005	5		very late Rooms
4764	4		lovely staff
332	0		very modern hotel
3435	14		quiet room
2475	13		lovely Bed
1289	3		a experiences
1561	3		close to location
3571	11		as luxurious rooms
3010	2		very nicely decorated Room
2539	13		cozy bed
4283	4		friendly staff
352	0		great personal touches
1009	9		no complementary biscuits
1379	3		Close to coach stops
905	9		surprisingly good food
658	9		absolutely dire food
1757	3		great location
188	2		clean Everything
3631	11		a little smaller room
918	9		plenty cereal
1056	9		good choice of teas
2099	5		No free wi fi
2309	12		Nice bathroom
512	7		Superior facilities
2889	2		very clean room
395	0		old house
4820	4		helpful Staff
752	9		Excellent breakfast
3384	14		very noisy amenities
3822	11		well equipped room
2654	13		softer bed
2375	12		very unhygienic Toilet
1657	3		excellent location
3920	16		cold choices
1035	9		Good breakfast
2228	12		no water
3350	14		difficult room
4881	6		slightly expensive parking
2823	13		very comfortable beds
3106	2		clean Hotel
4242	4		very polite Staff
3962	17		no balcony
4036	8		Nice quiet neighborhood
1197	3		close to tube station
360	0		not effective hotel
3543	11		Tiny room
185	0		great Covent garden
1455	3		efficient Location
4136	4		great Concierge
1202	3		nearby shops
986	9		cold breakfast
4831	4		very welcoming reception
4186	4		very pleasant Bar staff
474	7		easier car spaces
2812	13		comfy Beds
1191	3		excellent mini supermarket
364	9		terrific Restaurant
3655	11		modern room
1579	3		close excess to city
4386	4		very helpful Staff
246	0		great balcony
916	9		Warm cookie
837	9		complimentary chocolate
3419	14		a little rosier tone
153	2		Super clean hotel
927	9		so food
4697	4		very friendly staff
803	9		very good breakfast
4401	4		staff great
3553	11		really small roof
428	0		good quality restaurant
4799	4		Friendly staff
1004	9		not replenished coffee
4214	4		friendly staff
806	9		great Breakfast
4409	4		accommodating staff
2746	13		Tastefully decorated bed central location
3076	2		Warm room
4685	4		friendly staff
1309	3		Great location
1495	3		great central location
3417	14		not Air conditioning
926	9		poor breakfast
4037	8		didn t work safe
4502	4		helpful staff
4623	4		young Stuff
1625	3		many tube lines
2977	2		good rooms
2864	2		very good Rooms
2408	12		lovely bathroom
4350	4		very friendly staff
1145	1		great stay
2648	13		very good bedding
1424	3		nice location
60	1		best hotels
4760	4		polite Staff
4998	6		expensive Taxi facility
2382	12		small bathroom
860	9		excellent Food
3669	11		outdated room
4870	6		huge choice of films
4447	4		woeful attitude
2344	12		Big bathroom
351	0		beautifully appointed Hotel
686	9		plenty of free snacks
79	0		very pretty Terrace
4645	4		helpful staff
76	9		no restaurant
196	9		very comfortable restaurant
4522	4		really friendly Staff
3216	10		Broken door
1611	3		good Location
1511	3		great tram ride
1308	3		did not work lifts
1377	3		clean location
2526	13		super comfortable bed
1809	3		Excellent location
3481	14		wasn t working Air conditioning
3530	11		rather small Room
1269	3		Good location
1215	3		good location
3550	11		spacious room
3470	14		audible piped music
4689	4		very accommodative staff
4093	4		clean staff
4889	6		very good price
2606	13		Comfy bed
1068	9		great breakfast
759	9		delicious food
4652	4		very friendly staff
3848	11		little shelf space
1858	3		perfect near to Location
1999	5		wasn t very good Check in
4823	4		very good chamber maids
4187	4		Very friendly staff
3585	11		too old room facilities
2358	12		very bad bathroom
2101	5		long check out
3722	11		large walk in
3336	10		difficult water temperature
3444	14		not noisy traffic
225	0		not always practical design
3402	14		constant drilling noise
1910	3		not in busy downtown location
1674	3		close to Portobello
124	0		soo lovely hotel lobby
4047	8		friendly area
1718	3		Phenomenal hip property
1218	3		great location
3756	11		basic Rooms
3870	11		basic Accommodation
852	9		very good breakfast
515	7		friendly minibar
4628	4		lovely staff
4807	4		Excellent customer service
949	9		not cleaned coffee cups
3980	17		amazing view
216	0		very stylish hotel
2939	2		extremely welcoming Room
2928	2		Lovely room
2022	5		so useful self service food hub
4065	4		pleasant staff
2695	13		comfortable Everything
1252	3		convenient for metro
468	7		not stocked mini bar
4687	4		great staff
3923	16		very hot Restaurant
1688	3		great location
3547	11		very small room
3823	11		Plenty of space
4250	4		spacious staff
4493	4		very swift Room service
317	2		cleaned property
3887	11		great Room
3815	11		really tiny room
1095	9		simple food
4701	4		clean staff
2618	13		hard pillows
281	0		comfortable hotel
598	7		acceptable entrance
3581	11		so basic rooms
3270	10		dangerous cramped facilities
2709	13		most comfortable bed
4441	4		observant staff
3163	2		Very good room
1956	5		disappointing experience
3773	11		Decent size of
2942	2		Lovely comfortable room
3472	14		VERY NOISY air conditioning
70	9		great restaurant
3712	11		rather cramped Tables for breakfast
3651	11		very modern room
3397	14		a little warm roaring fire
365	0		great sense
4023	17		beautiful view
3741	11		too small too heavy door
3179	2		amazing Room
3656	11		bigger rooms
2680	13		bigger coat hooks
2007	5		very bad Lining
4613	4		well accommodated hotel staff
653	9		good glass
3771	11		Average room
4374	4		very friendly Staff
3374	14		very loud street noise level
4062	4		wry helpful Room service
1120	1		easy to get to Hotel
970	9		good coffee
339	2		Very bad smell
3493	14		Closeness rooms
1975	5		pleasant stay
2245	12		No fridge
496	7		not working Bar
934	9		great breakfast Buffett
3765	11		pretty comfortable rooms
1314	3		not central location
4638	4		clean staff
2492	13		no travel cot
2142	5		utterly useless remote
3431	14		no road noise
841	9		free tea
253	9		good restaurants
2191	5		very slow bistro
3191	10		broken light
1450	3		very easily accessible Hotel
4086	4		Beautiful staff
655	9		Excellent breakfast
404	1		smart hotel
3330	10		Lovely floor to
1374	3		close to underground stations
3180	2		beautiful room
558	7		nice pool
823	9		Great buffet breakfast
1538	3		Only one stop train station
865	9		good breakfast
3227	10		too hot Room
4926	6		plenty of options
2444	12		frothy bubbles
3964	17		no view
2170	5		great touch
4792	4		clean staff
4676	4		very tired staff
2702	13		Beautiful bed
4547	4		Excellent staff
1662	3		20 mins tourist stops
2749	13		good nights sleep
4281	4		helpful staff
4815	4		helpful staff
2058	5		lethal handrail
3485	14		No air conditioning
4715	4		Nice staff
2338	12		Lack of cleanliness
3742	11		small kitchenette
1469	3		Too far away shops
1747	3		prettiest museums shopping district
2120	5		good use of
2508	13		very comfortable Beds
4914	6		too high room rates
1185	3		Brilliant location
1436	3		great location
2989	2		very clean room
113	0		lovely spread
219	1		good nights
1810	3		Great location
4346	4		Super helpful staff
4942	6		cheap public transport
588	7		Easy access to
4030	8		extremely highway construction
3011	2		stylish room
3612	11		small rooms
2596	13		clean beds
3586	11		very small Rooms
420	0		modern hotel
4487	4		caring Staff
3353	14		quiet street
4315	4		lovely surprise
52	1		very nice hotel
1847	3		good location near hyde park
2262	12		spacious Bathroom
2728	13		Smelly pillows
3880	11		comfortable room
578	7		Free water
2540	13		a bit hard Bed
4545	4		friendly staff
2140	5		outstanding attention to detail
173	5		open hotel
1919	3		great Location
3480	14		no hear plugs
987	9		fresh fruit yogurts
3995	17		beautiful views of the river
2368	12		stunning shower room
2570	13		comfy bed
2132	5		No ear buds
2885	2		Musty smell
3736	11		spacious room
186	9		great restaurant
2422	12		large bathroom
2141	5		lovely reception area
835	9		great food
363	1		most fabulous stay
1138	1		Awful accommodation
4422	4		so helpful staff
4921	6		Good value for money
697	9		Plenty thirst
4936	6		great value for money
2291	12		loved shower
1694	3		convenient included
255	0		unassuming place
1084	9		good Food quality
2523	13		very comfortable bed
3554	11		cramped shabby
1620	3		very good location
157	2		very clean hotel
1053	9		good breakfast
4025	17		great exterior
1527	3		excellent Market
4626	4		very friendly staff
4784	4		rude Staff
1317	3		spacious location
763	9		good Breakfast
2401	12		good bath
3044	2		clean room
62	0		greAt building facade
1400	3		quick 20 minutes to get bus stop
2349	12		awesome bathtub
1045	9		nearby food options
1582	3		fantastic location
549	7		good Pool
1036	9		small selection of food
1710	3		not too far metro
1566	3		Located near access to
2064	5		free upgrade
2435	12		small Bathroom
4600	4		Very friendly staff
1829	3		Good proximity for
859	9		No tea coffee facilities
1758	3		very easy reach
1079	9		excellent Kitchen
4225	4		Friendly staff
66	3		many places
4371	4		lots help
1800	3		very comfortable location
3342	14		Noisy air con units
1348	3		very good location
679	9		excellent Coffee machine
4663	4		Friendly staff
3314	10		hard rough Housekeeping
3067	2		stylish room
2883	2		a bit tired Furnishings
2105	5		high speed internet
3695	11		relatively small room
336	0		cosy hotel
1055	9		large ish glass of wine
1961	5		Great service
2481	13		very comfortable Bed
243	9		lovely restaurants
1227	3		very good location
4437	4		inept Reception
4354	4		so Reception Staff
2626	13		poor Pillows
84	0		quite rotten seals
205	1		perfect Everything
4974	6		a bit expensive drinks
4435	4		Welcoming staff
1474	3		clean Location
1605	3		Excellent transport links
90	1		Nice hotel
4150	4		beautiful staff
4529	4		friendly staff
1101	1		small hotel
858	9		awful sausages
1731	3		perfect Location
3551	11		comfortable Room
1834	3		just opposite dessert shops
3884	11		very small Room
78	9		good restaurants
3286	10		easier London
2409	12		excellent showers
1346	3		great location for sights
2195	5		pleasant stay
4930	6		super cheap Restaurant
3239	10		airy fan
542	7		excellent facilities
770	9		excessive breakfasts
4341	4		very helpful staff
3318	10		No cmplaints
3916	16		Uncomfortable hot air
4185	4		very busy Bar staff
1328	3		friendly location for
4001	17		amazing window
4951	6		limited selection
3012	2		clean Room
2326	12		beautiful bathroom
3460	14		beautiful quality air conditioning
1777	3		exceptional Stage
1418	3		great Location
4222	4		not enough professional Staff
1930	3		perfectly located value for money
4916	6		lower price
1356	3		fair location
1148	1		No everything
4616	4		lovely Receptionist
134	9		pretty good restaurant
753	9		compote Fruit
2694	13		comfy Beds
289	0		lovely pictures
3645	11		cosy room
4323	4		Excellent staff
3713	11		comfortable Room
2621	13		comfy bed
992	9		good Food
3293	10		very steep steps to
34	0		Good Palace
730	9		Good selection of restaurants
1039	9		Free breakfast
4358	4		no room service
4989	6		expensive drink
911	9		happy breakfast
643	9		flat Beer
2750	13		comfy room
712	9		Lovely breakfast
3693	11		comfortable Room
2009	5		not always available wifi
1739	3		Great location
3681	11		very small Room size
4544	4		very friendly staff
2296	12		stale Bathroom
2969	2		lovely rooms
2627	13		no extra blankets
2587	13		a bit hard Pillows
3609	11		great Rooms
3304	10		leaking tap
805	9		varied choice of foods
4147	4		extremely friendly Staff
1588	3		loved location
1744	3		perfect for Location
4470	4		friendly Staff
1546	3		walking distance restaurants
1869	3		great location
2434	12		clean hot water
1301	3		great location
1738	3		great Trams
793	9		clean breakfast
4723	4		high level of service to
1959	5		calm wifi
1452	3		walking distance area
4396	4		very helpful staff
2302	12		nice shower
4217	4		friendly Staff
1590	3		nearby Underground
4617	4		assistance staff
1297	3		Excellent location
1555	3		within walking distance shops
2528	13		very fun bed
1201	3		great location
4895	6		cheap for wifi
2143	5		excellent service
2602	13		very comfy sofa bed
2239	12		small shower
2714	13		comfy bed
2040	5		nice touch
3852	11		not much space
1129	1		convenient hotel
1537	3		Close to Hyde park
675	9		hotter breakfast
2043	5		nice touch
1399	3		Great location for
3271	10		dodgy restaurants
2869	2		Warm room
1668	3		very best Location
1629	3		Great location
4969	6		high standard selection of
50	2		clean place
2932	2		clean environment
1558	3		5 minute walk hotel
237	7		No plastic
2085	5		slow Wifi
3521	11		comfortable room
4491	4		efficient Staff
1509	3		up to tram line into
1695	3		close to shops
4675	4		friendly Staff
1685	3		excellent location
1728	3		so central Position
4598	4		helpful staff
1965	5		weren t great English speaking levels
4757	4		helpful staff
1275	3		convenient to getting around
1475	3		Great location
1638	3		near tube station
4439	4		very friendly Staff
2385	12		a bit dirty Bathroom
609	7		No bar
3878	11		Large rooms
3984	17		View Facilities
3862	11		tight space
4026	17		non existent view from room
2	1		Very nice hotel
236	0		Good atmosphere
3861	11		very very small rooms
1467	3		unbeatable central location
1134	1		excellent hotel
1664	3		good Location
3411	14		heavy noise
42	7		broken equipment
592	7		weren t very clean Swimming pool
262	6		Not too bad value
4377	4		so helpful staff
755	9		free tea
4406	4		Excellent staff
3082	2		Poor room
880	9		Excellent breakfast
1204	3		very friendly train station
3552	11		Modern interior
3297	10		so fast to water flow
518	7		full minibar
3247	10		a bit creaky Windows
4178	4		helpful staff
1051	9		Great breakfast
869	9		excellent breakfast
3504	11		small rooms
1535	3		Well located convenience stores
476	7		comfortable bar
4072	4		helpful staff
3355	14		Noisy rooms
4801	4		helpful Staff
3658	11		a bit small Bedrooms
139	1		big name
1232	3		short walk from Euston
2761	13		Good comfortable beds
4478	4		ease of front desk service
2793	13		very shabby wobbly Furniture
376	0		Very comfortable hotel
669	9		nice lunch
764	9		well informed food
1749	3		very convenient location
1607	3		Good access to city centre walking
4659	4		very helpful staff
3883	11		very very small rooms
1598	3		very close to underground staff
3288	10		filthy Net curtains
2019	5		not allowing enough fresh ATM
1596	3		only 5 min walk location
4859	6		v expensive Breakfast
2884	2		very friendly rooms
1416	3		easy access to the trains
2906	2		lovely Room
1890	3		modern Location
1524	3		nearby Station
1279	3		Very close to Location
2768	13		comfortable nescafe
583	7		good facilities
2792	13		comfortable bed
3906	15		very hard to tv remote
2359	12		clean towels
353	6		Friendly value
1420	3		no lift
4793	4		very helpful Reception staff
2729	13		Uncomfortable bed
1465	3		walking distance Hotel Mall
4557	4		very courteous staff
3471	14		pleasant atmosphere
260	2		spotless hotel
2278	12		hot Shower
4514	4		helpful Staff
3705	11		Cramped room
2740	13		massive bed
1391	3		Well located tram trip
2853	2		absolutely spotless Bedroom
4109	4		excellent staff
1860	3		perfect location
3117	2		so dirty Carpets
2342	12		not been cleaned Bathroom
984	9		Poor breakfast
4307	4		Excellent staff
3457	14		Broken coffee machine
2225	12		Nice bath
3507	11		big rooms
3703	11		too small Rooms
3573	11		no enough space
2782	13		spacious bed
4500	4		extremely helpful Staff
1790	3		always friendly location
4081	4		healthy Bodybuilders
2074	5		not up to par Wifi
2076	5		small wifi
1260	3		Very close to tram station
3184	2		Very nice room
2877	2		excellent room
2550	13		Comfy bed
4745	4		helpful staf
3657	11		well equipped room
3201	10		missing wall
1422	3		direct Heathrow terminals
1001	9		Loved breakfast choice
53	7		Excellent facility
1058	9		best buffet breakfast
2691	13		expensive Beds
2610	13		comfy Rooms
4265	4		ordinary staff
4299	4		Friendly staff
4551	4		Great staff
2166	5		nice touch
4321	4		helpful facilities
3452	14		Cold rooms
1141	1		excellent hotel
2237	12		very very tiny sink
2056	5		great service
2664	13		comfy beds
2710	13		very small size Bed room
4897	6		Good value
3828	11		very good Room size
4590	4		a little straight faced welcome
472	7		good bar
1949	3		great area of town
2659	13		Luxurious fittings
345	0		really nice experience
973	9		far from tea
746	9		very good Nespresso
4495	4		able to staff
1016	9		amazing Breakfast
3834	11		Not much room
2096	5		Late checkout
1365	3		close to tram
386	1		Nice hotel
522	7		extremely clean choice in minibar
1262	3		Great location
2491	13		modern bed
2284	12		comfortable bathroom
826	9		proper Bottled water
2116	5		good well located Wifi
1466	3		Choice of restaurants
620	7		did not work gym
866	9		Excellent coffee machine
2924	2		super dusty room
1434	3		within walking distance hotel
1372	3		next to train station
557	7		good Resturant facilities
102	0		Wonderful little
4248	4		excellent staff
4423	4		good lots of resteraunts
1857	3		friendly location
2424	12		no hairdryer iron
1421	3		closest Tower bridge
2930	2		very comfortable Room
2362	12		nice shower
3544	11		no spaces
2050	5		superb service
251	0		Impressive decoration
3943	17		nice views
3534	11		small Rooms
1456	3		Great location
4049	8		safe location
3733	11		Amazing size rooms
1049	9		very accommodating dietary
895	9		fine Breakfast
1518	3		good tube station
392	9		great restaurant
713	9		no breakfast
3284	10		Lovely fixtures
3218	10		a bit dark not room
4112	4		helpful hotel reception
3853	11		really tiny Single room
4407	4		clean staff
3294	10		wouldn t shut curtains
2223	12		poorly functioning bath
4210	4		extremely helpful staff
3159	2		funky Room
4836	4		attentive staff
238	1		wonderful everything
3473	14		not very welcoming noise
537	7		great bar
3787	11		well furnished room
337	0		nice ambiance
3824	11		excellent spaces
1643	3		liked location
2061	5		Nice KitKat
221	7		No bikes
817	9		perfect breakfast
4285	4		great helped Staff
4507	4		helpful staff
156	0		not the smartest Hotel
4981	6		Good value
2028	5		very poor kettle
744	9		Excellent breakfast
1157	1		Loved hotel
4517	4		super friendly staff
2677	13		huge beds
35	0		modern Everything
3726	11		tiny room
93	3		Comfy Arena Stadium
3075	2		very poor room
2787	13		very small bed
169	0		lovely London
3038	2		Very comfortable room
4293	4		helpful staff
4146	4		clean Staff
510	7		proper bar
119	1		smart clean hotel
2016	5		Slow response
2360	12		No toothpaste
836	9		simple Breakfast
2808	13		super comfortable Beds
4753	4		excellent Bell staff
2400	12		No shower
2264	12		not cleaned well toilet
1060	9		No sugar
2319	12		complimentary toiletries
4481	4		incredibly welcoming staff
2607	13		large bed
4660	4		excellent staff
4211	4		helpful docoration
846	9		wasn t eaten cooking
2509	13		very comfy Beds
915	9		excellent breakfast
983	9		Fabulous breakfast
2548	13		rather small bed
1792	3		very easy to travel
3113	2		comfortable lobby
772	9		fab food
3986	17		Nice view
1934	3		isolated location
1200	3		Close to bus
1188	3		ideal Location
2676	13		very comfortable pillows
4175	4		good staff
3740	11		Tiny room
1735	3		perfect location
2474	13		very soft mattress
2488	13		almost new furniture
3780	11		great room
2892	2		clean Room
4365	4		professional staff
1302	3		basic railway line
533	7		amazing bar
960	9		excellent Breakfast
2589	13		amazing bed
3591	11		fairly decent room
3999	17		too small view
2442	12		fabulous bathroom
847	9		good wine
2981	2		Beautiful rooms
1983	5		good wifi
1948	3		close to tube
493	7		not so cold mini bar
403	0		well maintained hotel
3084	2		so rooms
4966	6		and very reasonable price
4138	4		friendly staff
3141	2		lovely room
2256	12		open wardrobe
3408	14		Very noisy trains
3358	14		Very quiet sleep
3616	11		Modern rooms
1090	9		very poor bread selection
2463	12		very nice tub
3453	14		creaking floorboards
4996	6		a bit pricey Breakfast
3103	2		clean rooms
4123	4		really nice Staff
167	0		Delightful garden area
